Freq.	V(n002)	V(n004)/V(n002)
4.21079175763273e+004	(-6.18961815639586e+000dB,1.10422417903556e+002°)	(1.96724966578042e+000dB,1.49416272174727e+002°)
4.22049863513053e+004	(-6.25294081684657e+000dB,1.10258816359929e+002°)	(1.88498704525667e+000dB,1.48482284517351e+002°)
4.23022788929196e+004	(-6.31591202729466e+000dB,1.10097443304805e+002°)	(1.80125026716117e+000dB,1.47565806720781e+002°)
4.23997957170055e+004	(-6.37853510121598e+000dB,1.09938254261507e+002°)	(1.71615069213121e+000dB,1.46666797938517e+002°)
4.24975373405875e+004	(-6.44081333768751e+000dB,1.09781205871728e+002°)	(1.62979609289753e+000dB,1.45785184791242e+002°)
4.25955042818820e+004	(-6.50275001978172e+000dB,1.09626255863255e+002°)	(1.54229050194530e+000dB,1.44920864091634e+002°)
4.26936970602999e+004	(-6.56434841309729e+000dB,1.09473363018569e+002°)	(1.45373409728122e+000dB,1.44073705504977e+002°)
4.27921161964496e+004	(-6.62561176441901e+000dB,1.09322487144302e+002°)	(1.36422312312192e+000dB,1.43243554127781e+002°)
4.28907622121396e+004	(-6.68654330049926e+000dB,1.09173589041556e+002°)	(1.27384984228429e+000dB,1.42430232969987e+002°)
4.29896356303811e+004	(-6.74714622695416e+000dB,1.09026630477079e+002°)	(1.18270251708016e+000dB,1.41633545329427e+002°)
4.30887369753913e+004	(-6.80742372726718e+000dB,1.08881574155284e+002°)	(1.09086541559125e+000dB,1.40853277050063e+002°)
4.31880667725956e+004	(-6.86737896189319e+000dB,1.08738383691095e+002°)	(9.98418840311626e-001dB,1.40089198658052e+002°)
4.32876255486306e+004	(-6.92701506745634e+000dB,1.08597023583623e+002°)	(9.05439176287620e-001dB,1.39341067371948e+002°)
4.33874138313472e+004	(-6.98633515603553e+000dB,1.08457459190640e+002°)	(8.11998956049803e-001dB,1.38608628985291e+002°)
4.34874321498128e+004	(-7.04534231453083e+000dB,1.08319656703851e+002°)	(7.18166938812064e-001dB,1.37891619621548e+002°)
4.35876810343146e+004	(-7.10403960410547e+000dB,1.08183583124926e+002°)	(6.24008201602119e-001dB,1.37189767362768e+002°)
4.36881610163623e+004	(-7.16243005969756e+000dB,1.08049206242301e+002°)	(5.29584240182380e-001dB,1.36502793754505e+002°)
4.37888726286906e+004	(-7.22051668959632e+000dB,1.07916494608707e+002°)	(4.34953077812968e-001dB,1.35830415190526e+002°)
4.38898164052626e+004	(-7.27830247507789e+000dB,1.07785417519417e+002°)	(3.40169380099359e-001dB,1.35172344181570e+002°)
4.39909928812720e+004	(-7.33579037009625e+000dB,1.07655944991185e+002°)	(2.45284574351467e-001dB,1.34528290513022e+002°)
4.40924025931465e+004	(-7.39298330102451e+000dB,1.07528047741871e+002°)	(1.50346972056068e-001dB,1.33897962296776e+002°)
4.41940460785503e+004	(-7.44988416644305e+000dB,1.07401697170710e+002°)	(5.54018932311395e-002dB,1.33281066922853e+002°)
4.42959238763871e+004	(-7.50649583697032e+000dB,1.07276865339222e+002°)	(-3.95082084144587e-002dB,1.32677311916521e+002°)
4.43980365268026e+004	(-7.56282115513310e+000dB,1.07153524952736e+002°)	(-1.34343620448170e-001dB,1.32086405706738e+002°)
4.45003845711882e+004	(-7.61886293527275e+000dB,1.07031649342511e+002°)	(-2.29067247607867e-001dB,1.31508058311707e+002°)
4.46029685521829e+004	(-7.67462396348473e+000dB,1.06911212448420e+002°)	(-3.23644489301895e-001dB,1.30941981947286e+002°)
4.47057890136767e+004	(-7.73010699758839e+000dB,1.06792188802205e+002°)	(-4.18043119284758e-001dB,1.30387891563848e+002°)
4.48088465008136e+004	(-7.78531476712452e+000dB,1.06674553511258e+002°)	(-5.12233167978960e-001dB,1.29845505317019e+002°)
4.49121415599940e+004	(-7.84024997337852e+000dB,1.06558282242920e+002°)	(-6.06186807826019e-001dB,1.29314544977493e+002°)
4.50000000000000e+004	(-7.88666435786490e+000dB,1.06460649472676e+002°)	(-6.85725172315070e-001dB,1.28872652489819e+002°)
Step Information: Step=32  (Run: 32/100)
2.70000000000000e+004	(-7.55400488357789e-001dB,-1.33539633911525e+002°)	(-9.70288595168349e+000dB,-1.06044141838436e+002°)
2.70622414281033e+004	(-6.66310123359082e-001dB,-1.34094313619141e+002°)	(-9.65525733423003e+000dB,-1.06132793894030e+002°)
2.71246263375167e+004	(-5.77156578876941e-001dB,-1.34660317660347e+002°)	(-9.60742961600652e+000dB,-1.06222335579670e+002°)
2.71871550589987e+004	(-4.87972637365515e-001dB,-1.35237886873674e+002°)	(-9.55940097515713e+000dB,-1.06312780407541e+002°)
2.72498279240705e+004	(-3.98793201998547e-001dB,-1.35827262821594e+002°)	(-9.51116957044926e+000dB,-1.06404142157768e+002°)
2.73126452650173e+004	(-3.09655387576551e-001dB,-1.36428687236213e+002°)	(-9.46273354111680e+000dB,-1.06496434884852e+002°)
2.73756074148903e+004	(-2.20598611582524e-001dB,-1.37042401404851e+002°)	(-9.41409100670692e+000dB,-1.06589672924291e+002°)
2.74387147075088e+004	(-1.31664684801186e-001dB,-1.37668645491799e+002°)	(-9.36524006693070e+000dB,-1.06683870899377e+002°)
2.75019674774611e+004	(-4.28979008313268e-002dB,-1.38307657792542e+002°)	(-9.31617880151792e+000dB,-1.06779043728183e+002°)
2.75653660601073e+004	(4.56548762706103e-002dB,-1.38959673916862e+002°)	(-9.26690527007665e+000dB,-1.06875206630753e+002°)
2.76289107915803e+004	(1.33944127076383e-001dB,-1.39624925897353e+002°)	(-9.21741751195773e+000dB,-1.06972375136487e+002°)
2.76926020087880e+004	(2.21917595564454e-001dB,-1.40303641220150e+002°)	(-9.16771354612496e+000dB,-1.07070565091734e+002°)
2.77564400494148e+004	(3.09520212664063e-001dB,-1.40996041774918e+002°)	(-9.11779137103136e+000dB,-1.07169792667602e+002°)
2.78204252519236e+004	(3.96694025749843e-001dB,-1.41702342721623e+002°)	(-9.06764896450182e+000dB,-1.07270074367985e+002°)
2.78845579555577e+004	(4.83378135387896e-001dB,-1.42422751272060e+002°)	(-9.01728428362316e+000dB,-1.07371427037826e+002°)
2.79488385003423e+004	(5.69508640750907e-001dB,-1.43157465384777e+002°)	(-8.96669526464165e+000dB,-1.07473867871602e+002°)
2.80132672270863e+004	(6.55018595235716e-001dB,-1.43906672372770e+002°)	(-8.91587982286918e+000dB,-1.07577414422061e+002°)
2.80778444773846e+004	(7.39837973929830e-001dB,-1.44670547424232e+002°)	(-8.86483585259821e+000dB,-1.07682084609207e+002°)
2.81425705936192e+004	(8.23893654679990e-001dB,-1.45449252037691e+002°)	(-8.81356122702659e+000dB,-1.07787896729539e+002°)
2.82074459189616e+004	(9.07109414613045e-001dB,-1.46242932374061e+002°)	(-8.76205379819286e+000dB,-1.07894869465556e+002°)
2.82724707973743e+004	(9.89405944044030e-001dB,-1.47051717529509e+002°)	(-8.71031139692289e+000dB,-1.08003021895542e+002°)
2.83376455736127e+004	(1.07070087977265e+000dB,-1.47875717734578e+002°)	(-8.65833183278851e+000dB,-1.08112373503623e+002°)
2.84029705932270e+004	(1.15090885981381e+000dB,-1.48715022486681e+002°)	(-8.60611289407932e+000dB,-1.08222944190121e+002°)
2.84684462025640e+004	(1.22994160162533e+000dB,-1.49569698624964e+002°)	(-8.55365234778844e+000dB,-1.08334754282211e+002°)
2.85340727487687e+004	(1.30770800588010e+000dB,-1.50439788358522e+002°)	(-8.50094793961320e+000dB,-1.08447824544882e+002°)
2.85998505797868e+004	(1.38411428777579e+000dB,-1.51325307261060e+002°)	(-8.44799739397197e+000dB,-1.08562176192216e+002°)
2.86657800443655e+004	(1.45906413777708e+000dB,-1.52226242247368e+002°)	(-8.39479841403807e+000dB,-1.08677830899005e+002°)
2.87318614920565e+004	(1.53245891353785e+000dB,-1.53142549549213e+002°)	(-8.34134868179222e+000dB,-1.08794810812696e+002°)
2.87980952732169e+004	(1.60419786454786e+000dB,-1.54074152710632e+002°)	(-8.28764585809448e+000dB,-1.08913138565697e+002°)
2.88644817390117e+004	(1.67417839078660e+000dB,-1.55020940624851e+002°)	(-8.23368758277727e+000dB,-1.09032837288036e+002°)
2.89310212414153e+004	(1.74229633634236e+000dB,-1.55982765637298e+002°)	(-8.17947147476085e+000dB,-1.09153930620393e+002°)
2.89977141332136e+004	(1.80844631856502e+000dB,-1.56959441741197e+002°)	(-8.12499513219270e+000dB,-1.09276442727524e+002°)
2.90645607680055e+004	(1.87252209286473e+000dB,-1.57950742894067e+002°)	(-8.07025613261239e+000dB,-1.09400398312065e+002°)
2.91315615002053e+004	(1.93441695275045e+000dB,-1.58956401484929e+002°)	(-8.01525203314373e+000dB,-1.09525822628763e+002°)
2.91987166850443e+004	(1.99402416412025e+000dB,-1.59976106983117e+002°)	(-7.95998037071599e+000dB,-1.09652741499112e+002°)
2.92660266785724e+004	(2.05123743218259e+000dB,-1.61009504800200e+002°)	(-7.90443866231595e+000dB,-1.09781181326430e+002°)
2.93334918376607e+004	(2.10595139870698e+000dB,-1.62056195396518e+002°)	(-7.84862440527294e+000dB,-1.09911169111383e+002°)
2.94011125200026e+004	(2.15806216659102e+000dB,-1.63115733663219e+002°)	(-7.79253507757896e+000dB,-1.10042732467965e+002°)
2.94688890841164e+004	(2.20746784800056e+000dB,-1.64187628609297e+002°)	(-7.73616813824613e+000dB,-1.10175899639960e+002°)
2.95368218893465e+004	(2.25406913160953e+000dB,-1.65271343380977e+002°)	(-7.67952102770379e+000dB,-1.10310699517888e+002°)
2.96049112958659e+004	(2.29776986375744e+000dB,-1.66366295637823e+002°)	(-7.62259116823805e+000dB,-1.10447161656455e+002°)
2.96731576646780e+004	(2.33847763767508e+000dB,-1.67471858306150e+002°)	(-7.56537596447600e+000dB,-1.10585316292526e+002°)
2.97415613576181e+004	(2.37610438433006e+000dB,-1.68587360725669e+002°)	(-7.50787280391797e+000dB,-1.10725194363631e+002°)
2.98101227373559e+004	(2.41056695793415e+000dB,-1.69712090199953e+002°)	(-7.45007905752042e+000dB,-1.10866827527023e+002°)
2.98788421673969e+004	(2.44178770875905e+000dB,-1.70845293955215e+002°)	(-7.39199208033285e+000dB,-1.11010248179299e+002°)
2.99477200120848e+004	(2.46969503564837e+000dB,-1.71986181505260e+002°)	(-7.33360921219207e+000dB,-1.11155489476618e+002°)
3.00167566366029e+004	(2.49422391050884e+000dB,-1.73133927413429e+002°)	(-7.27492777847742e+000dB,-1.11302585355501e+002°)
3.00859524069766e+004	(2.51531636712920e+000dB,-1.74287674435018e+002°)	(-7.21594509093058e+000dB,-1.11451570554272e+002°)
3.01553076900751e+004	(2.53292194691991e+000dB,-1.75446537016344e+002°)	(-7.15665844854427e+000dB,-1.11602480635118e+002°)
3.02248228536130e+004	(2.54699809459561e+000dB,-1.76609605119388e+002°)	(-7.09706513852371e+000dB,-1.11755352006813e+002°)
3.02944982661529e+004	(2.55751049743100e+000dB,-1.77775948334212e+002°)	(-7.03716243732568e+000dB,-1.11910221948118e+002°)
3.03643342971069e+004	(2.56443336250223e+000dB,-1.78944620235100e+002°)	(-6.97694761177970e+000dB,-1.12067128631868e+002°)
3.04343313167387e+004	(2.56774962726122e+000dB,1.79885337068955e+002°)	(-6.91641792029638e+000dB,-1.12226111149773e+002°)
3.05044896961655e+004	(2.56745109985831e+000dB,1.78714888243173e+002°)	(-6.85557061416842e+000dB,-1.12387209537952e+002°)
3.05748098073600e+004	(2.56353852680085e+000dB,1.77544999952270e+002°)	(-6.79440293896977e+000dB,-1.12550464803221e+002°)
3.06452920231524e+004	(2.55602158677760e+000dB,1.76376636060972e+002°)	(-6.73291213605890e+000dB,-1.12715918950143e+002°)
3.07159367172325e+004	(2.54491881075570e+000dB,1.75210752869196e+002°)	(-6.67109544419258e+000dB,-1.12883615008880e+002°)
3.07867442641515e+004	(2.53025742973129e+000dB,1.74048294440550e+002°)	(-6.60895010125680e+000dB,-1.13053597063854e+002°)
3.08577150393237e+004	(2.51207315274784e+000dB,1.72890188080650e+002°)	(-6.54647334612196e+000dB,-1.13225910283231e+002°)
3.09288494190294e+004	(2.49040987895272e+000dB,1.71737340018350e+002°)	(-6.48366242062970e+000dB,-1.13400600949276e+002°)
3.10001477804157e+004	(2.46531934851080e+000dB,1.70590631338458e+002°)	(-6.42051457171948e+000dB,-1.13577716489559e+002°)
3.10716105014997e+004	(2.43686073810473e+000dB,1.69450914208971e+002°)	(-6.35702705370310e+000dB,-1.13757305509072e+002°)
3.11432379611694e+004	(2.40510020750473e+000dB,1.68319008439564e+002°)	(-6.29319713069613e+000dB,-1.13939417823254e+002°)
3.12150305391866e+004	(2.37011040427098e+000dB,1.67195698401212e+002°)	(-6.22902207921562e+000dB,-1.14124104491939e+002°)
3.12869886161883e+004	(2.33196993404804e+000dB,1.66081730329553e+002°)	(-6.16449919095403e+000dB,-1.14311417854272e+002°)
3.13591125736891e+004	(2.29076280412716e+000dB,1.64977810027281e+002°)	(-6.09962577573981e+000dB,-1.14501411564586e+002°)
3.14314027940832e+004	(2.24657784798626e+000dB,1.63884600973544e+002°)	(-6.03439916469578e+000dB,-1.14694140629273e+002°)
3.15038596606459e+004	(2.19950813838805e+000dB,1.62802722841368e+002°)	(-5.96881671360708e+000dB,-1.14889661444658e+002°)
3.15764835575364e+004	(2.14965039633163e+000dB,1.61732750417517e+002°)	(-5.90287580651089e+000dB,-1.15088031835898e+002°)
3.16492748697994e+004	(2.09710440273828e+000dB,1.60675212913303e+002°)	(-5.83657385952144e+000dB,-1.15289311096923e+002°)
3.17222339833672e+004	(2.04197241922563e+000dB,1.59630593649553e+002°)	(-5.76990832490359e+000dB,-1.15493560031430e+002°)
3.17953612850617e+004	(1.98435862371181e+000dB,1.58599330094477e+002°)	(-5.70287669541023e+000dB,-1.15700840994931e+002°)
3.18686571625966e+004	(1.92436856591619e+000dB,1.57581814229497e+002°)	(-5.63547650889841e+000dB,-1.15911217937897e+002°)
3.19421220045793e+004	(1.86210864710861e+000dB,1.56578393215295e+002°)	(-5.56770535324096e+000dB,-1.16124756449969e+002°)
3.20157562005132e+004	(1.79768562772846e+000dB,1.55589370328268e+002°)	(-5.49956087155056e+000dB,-1.16341523805275e+002°)
3.20895601407994e+004	(1.73120616576588e+000dB,1.54615006136375e+002°)	(-5.43104076773451e+000dB,-1.16561589008830e+002°)
3.21635342167390e+004	(1.66277638809048e+000dB,1.53655519882810e+002°)	(-5.36214281239953e+000dB,-1.16785022844042e+002°)
3.22376788205352e+004	(1.59250149623959e+000dB,1.52711091046078e+002°)	(-5.29286484912660e+000dB,-1.17011897921307e+002°)
3.23119943452954e+004	(1.52048540755234e+000dB,1.51781861045705e+002°)	(-5.22320480113740e+000dB,-1.17242288727691e+002°)
3.23864811850331e+004	(1.44683043196575e+000dB,1.50867935064025e+002°)	(-5.15316067837475e+000dB,-1.17476271677693e+002°)
3.24611397346700e+004	(1.37163698427907e+000dB,1.49969383955983e+002°)	(-5.08273058502067e+000dB,-1.17713925165061e+002°)
3.25359703900384e+004	(1.29500333124886e+000dB,1.49086246220805e+002°)	(-5.01191272747712e+000dB,-1.17955329615658e+002°)
3.26109735478829e+004	(1.21702537249771e+000dB,1.48218530011439e+002°)	(-4.94070542283575e+000dB,-1.18200567541332e+002°)
3.26861496058629e+004	(1.13779645390627e+000dB,1.47366215159881e+002°)	(-4.86910710786398e+000dB,-1.18449723594768e+002°)
3.27614989625542e+004	(1.05740721190583e+000dB,1.46529255198838e+002°)	(-4.79711634853687e+000dB,-1.18702884625284e+002°)
3.28370220174518e+004	(9.75945446896063e-001dB,1.45707579362471e+002°)	(-4.72473185014482e+000dB,-1.18960139735502e+002°)
3.29127191709712e+004	(8.93496023872949e-001dB,1.44901094551254e+002°)	(-4.65195246800956e+000dB,-1.19221580338868e+002°)
3.29885908244514e+004	(8.10140798262014e-001dB,1.44109687248204e+002°)	(-4.57877721884170e+000dB,-1.19487300217912e+002°)
3.30646373801562e+004	(7.25958564904380e-001dB,1.43333225375839e+002°)	(-4.50520529277508e+000dB,-1.19757395583208e+002°)
3.31408592412768e+004	(6.41025028133297e-001dB,1.42571560085211e+002°)	(-4.43123606611500e+000dB,-1.20031965132908e+002°)
3.32172568119341e+004	(5.55412790901185e-001dB,1.41824527470158e+002°)	(-4.35686911483863e+000dB,-1.20311110112770e+002°)
3.32938304971804e+004	(4.69191360965538e-001dB,1.41091950201625e+002°)	(-4.28210422888801e+000dB,-1.20594934376543e+002°)
3.33705807030016e+004	(3.82427172211953e-001dB,1.40373639078398e+002°)	(-4.20694142729764e+000dB,-1.20883544446572e+002°)
3.34475078363198e+004	(2.95183619279349e-001dB,1.39669394491908e+002°)	(-4.13138097420057e+000dB,-1.21177049574484e+002°)
3.35246123049949e+004	(2.07521103751519e-001dB,1.38979007803985e+002°)	(-4.05542339575843e+000dB,-1.21475561801760e+002°)
3.36018945178272e+004	(1.19497090287018e-001dB,1.38302262637433e+002°)	(-3.97906949806304e+000dB,-1.21779196020002e+002°)
3.36793548845593e+004	(3.11661711732478e-002dB,1.37638936080174e+002°)	(-3.90232038605864e+000dB,-1.22088070030688e+002°)
3.37569938158783e+004	(-5.74198620934269e-002dB,1.36988799804449e+002°)	(-3.82517748353543e+000dB,-1.22402304604145e+002°)
3.38348117234181e+004	(-1.46211941483109e-001dB,1.36351621103190e+002°)	(-3.74764255424767e+000dB,-1.22722023537492e+002°)
3.39128090197614e+004	(-2.35163640529078e-001dB,1.35727163846116e+002°)	(-3.66971772420981e+000dB,-1.23047353711226e+002°)
3.39909861184423e+004	(-3.24231088900250e-001dB,1.35115189358564e+002°)	(-3.59140550522689e+000dB,-1.23378425144125e+002°)
3.40693434339479e+004	(-4.13372884395344e-001dB,1.34515457226297e+002°)	(-3.51270881971620e+000dB,-1.23715371046094e+002°)
3.41478813817209e+004	(-5.02550003201993e-001dB,1.33927726029785e+002°)	(-3.43363102687864e+000dB,-1.24058327868536e+002°)
3.42266003781616e+004	(-5.91725709167436e-001dB,1.33351754011573e+002°)	(-3.35417595027910e+000dB,-1.24407435351796e+002°)
3.43055008406304e+004	(-6.80865462736275e-001dB,1.32787299680445e+002°)	(-3.27434790689624e+000dB,-1.24762836569175e+002°)
3.43845831874497e+004	(-7.69936830126826e-001dB,1.32234122356099e+002°)	(-3.19415173770229e+000dB,-1.25124677966968e+002°)
3.44638478379061e+004	(-8.58909393239615e-001dB,1.31691982658063e+002°)	(-3.11359283983398e+000dB,-1.25493109399913e+002°)
3.45432952122530e+004	(-9.47754660720359e-001dB,1.31160642942489e+002°)	(-3.03267720041507e+000dB,-1.25868284161406e+002°)
3.46229257317124e+004	(-1.03644598053512e+000dB,1.30639867690415e+002°)	(-2.95141143209069e+000dB,-1.26250359007744e+002°)
3.47027398184774e+004	(-1.12495845435592e+000dB,1.30129423850959e+002°)	(-2.86980281033206e+000dB,-1.26639494175620e+002°)
3.47827378957144e+004	(-1.21326885400302e+000dB,1.29629081142781e+002°)	(-2.78785931256870e+000dB,-1.27035853392009e+002°)
3.48629203875652e+004	(-1.30135554014197e+000dB,1.29138612317032e+002°)	(-2.70558965920194e+000dB,-1.27439603875515e+002°)
3.49432877191494e+004	(-1.38919838339155e+000dB,1.28657793384833e+002°)	(-2.62300335655108e+000dB,-1.27850916328168e+002°)
3.50238403165666e+004	(-1.47677868796164e+000dB,1.28186403812192e+002°)	(-2.54011074177812e+000dB,-1.28269964916576e+002°)
3.51045786068986e+004	(-1.56407911790665e+000dB,1.27724226685105e+002°)	(-2.45692302983197e+000dB,-1.28696927241256e+002°)
3.51855030182119e+004	(-1.65108362605182e+000dB,1.27271048847421e+002°)	(-2.37345236244672e+000dB,-1.29131984292858e+002°)
3.52666139795595e+004	(-1.73777738562434e+000dB,1.26826661013897e+002°)	(-2.28971185921935e+000dB,-1.29575320393922e+002°)
3.53479119209838e+004	(-1.82414672459970e+000dB,1.26390857860725e+002°)	(-2.20571567078402e+000dB,-1.30027123124688e+002°)
3.54293972735183e+004	(-1.91017906275551e+000dB,1.25963438095632e+002°)	(-2.12147903408742e+000dB,-1.30487583231381e+002°)
3.55110704691902e+004	(-1.99586285140843e+000dB,1.25544204509540e+002°)	(-2.03701832975750e+000dB,-1.30956894515289e+002°)
3.55929319410228e+004	(-2.08118751579754e+000dB,1.25132964011605e+002°)	(-1.95235114154162e+000dB,-1.31435253700831e+002°)
3.56749821230373e+004	(-2.16614340006586e+000dB,1.24729527649337e+002°)	(-1.86749631777342e+000dB,-1.31922860280716e+002°)
3.57572214502557e+004	(-2.25072171478277e+000dB,1.24333710615363e+002°)	(-1.78247403480635e+000dB,-1.32419916336153e+002°)
3.58396503587027e+004	(-2.33491448694273e+000dB,1.23945332242277e+002°)	(-1.69730586233006e+000dB,-1.32926626329999e+002°)
3.59222692854082e+004	(-2.41871451237027e+000dB,1.23564215986895e+002°)	(-1.61201483045876e+000dB,-1.33443196870585e+002°)
3.60050786684095e+004	(-2.50211531045592e+000dB,1.23190189405150e+002°)	(-1.52662549845220e+000dB,-1.33969836443870e+002°)
3.60880789467537e+004	(-2.58511108114565e+000dB,1.22823084118724e+002°)	(-1.44116402489653e+000dB,-1.34506755111478e+002°)
3.61712705605000e+004	(-2.66769666410288e+000dB,1.22462735774454e+002°)	(-1.35565823913658e+000dB,-1.35054164172063e+002°)
3.62546539507221e+004	(-2.74986749996179e+000dB,1.22108983997427e+002°)	(-1.27013771371007e+000dB,-1.35612275783393e+002°)
3.63382295595104e+004	(-2.83161959358923e+000dB,1.21761672338625e+002°)	(-1.18463383749014e+000dB,-1.36181302542449e+002°)
3.64219978299744e+004	(-2.91294947927312e+000dB,1.21420648217876e+002°)	(-1.09917988919395e+000dB,-1.36761457020803e+002°)
3.65059592062452e+004	(-2.99385418775525e+000dB,1.21085762862830e+002°)	(-1.01381111086165e+000dB,-1.37352951252525e+002°)
3.65901141334777e+004	(-3.07433121502786e+000dB,1.20756871244569e+002°)	(-9.28564780852751e-001dB,-1.37955996171849e+002°)
3.66744630578529e+004	(-3.15437849281426e+000dB,1.20433832010441e+002°)	(-8.43480285844767e-001dB,-1.38570800997870e+002°)
3.67590064265804e+004	(-3.23399436065596e+000dB,1.20116507414624e+002°)	(-7.58599191252656e-001dB,-1.39197572563642e+002°)
3.68437446879007e+004	(-3.31317753953001e+000dB,1.19804763246883e+002°)	(-6.73965309417212e-001dB,-1.39836514587118e+002°)
3.69286782910877e+004	(-3.39192710692324e+000dB,1.19498468759944e+002°)	(-5.89624764836250e-001dB,-1.40487826881597e+002°)
3.70138076864508e+004	(-3.47024247329128e+000dB,1.19197496595841e+002°)	(-5.05626055634560e-001dB,-1.41151704503519e+002°)
3.70991333253376e+004	(-3.54812335983380e+000dB,1.18901722711584e+002°)	(-4.22020110388739e-001dB,-1.41828336835782e+002°)
3.71846556601363e+004	(-3.62556977751879e+000dB,1.18611026304431e+002°)	(-3.38860339340381e-001dB,-1.42517906605094e+002°)
3.72703751442776e+004	(-3.70258200729196e+000dB,1.18325289737029e+002°)	(-2.56202678948307e-001dB,-1.43220588832341e+002°)
3.73562922322378e+004	(-3.77916058140960e+000dB,1.18044398462657e+002°)	(-1.74105628648255e-001dB,-1.43936549715460e+002°)
3.74424073795407e+004	(-3.85530626583559e+000dB,1.17768240950766e+002°)	(-9.26302786074455e-002dB,-1.44665945444966e+002°)
3.75287210427602e+004	(-3.93102004364644e+000dB,1.17496708613000e+002°)	(-1.18403271857195e-002dB,-1.45408920952985e+002°)
3.76152336795229e+004	(-4.00630309938996e+000dB,1.17229695729844e+002°)	(6.81979132564251e-002dB,-1.46165608597495e+002°)
3.77019457485100e+004	(-4.08115680434623e+000dB,1.16967099378045e+002°)	(1.47415523623912e-001dB,-1.46936126784430e+002°)
3.77888577094604e+004	(-4.15558270264198e+000dB,1.16708819358893e+002°)	(2.25740999899590e-001dB,-1.47720578531342e+002°)
3.78759700231726e+004	(-4.22958249817154e+000dB,1.16454758127490e+002°)	(3.03100291011765e-001dB,-1.48519049977509e+002°)
3.79632831515074e+004	(-4.30315804228027e+000dB,1.16204820723066e+002°)	(3.79416854284817e-001dB,-1.49331608846640e+002°)
3.80507975573903e+004	(-4.37631132216864e+000dB,1.15958914700405e+002°)	(4.54611729998835e-001dB,-1.50158302869731e+002°)
3.81385137048141e+004	(-4.44904444997715e+000dB,1.15716950062462e+002°)	(5.28603636558079e-001dB,-1.50999158177079e+002°)
3.82264320588409e+004	(-4.52135965251479e+000dB,1.15478839194174e+002°)	(6.01309087712769e-001dB,-1.51854177670027e+002°)
3.83145530856052e+004	(-4.59325926159580e+000dB,1.15244496797536e+002°)	(6.72642533192621e-001dB,-1.52723339384629e+002°)
3.84028772523158e+004	(-4.66474570495129e+000dB,1.15013839827936e+002°)	(7.42516523987650e-001dB,-1.53606594861057e+002°)
3.84914050272588e+004	(-4.73582149768489e+000dB,1.14786787431791e+002°)	(8.10841903350767e-001dB,-1.54503867534218e+002°)
3.85801368797995e+004	(-4.80648923424267e+000dB,1.14563260885467e+002°)	(8.77528024394948e-001dB,-1.55415051162664e+002°)
3.86690732803853e+004	(-4.87675158087040e+000dB,1.14343183535518e+002°)	(9.42482994910769e-001dB,-1.56340008314427e+002°)
3.87582147005484e+004	(-4.94661126853219e+000dB,1.14126480740222e+002°)	(1.00561394974075e+000dB,-1.57278568929785e+002°)
3.88475616129075e+004	(-5.01607108626654e+000dB,1.13913079812417e+002°)	(1.06682735071114e+000dB,-1.58230528982266e+002°)
3.89371144911711e+004	(-5.08513387495759e+000dB,1.13702909963639e+002°)	(1.12602931374348e+000dB,-1.59195649260131e+002°)
3.90268738101397e+004	(-5.15380252150050e+000dB,1.13495902249553e+002°)	(1.18312596234970e+000dB,-1.60173654291369e+002°)
3.91168400457082e+004	(-5.22207995334151e+000dB,1.13291989516657e+002°)	(1.23802380625860e+000dB,-1.61164231435580e+002°)
3.92070136748687e+004	(-5.28996913337430e+000dB,1.13091106350268e+002°)	(1.29063014343761e+000dB,-1.62167030166090e+002°)
3.92973951757127e+004	(-5.35747305517575e+000dB,1.12893189023771e+002°)	(1.34085348326487e+000dB,-1.63181661565207e+002°)
3.93879850274341e+004	(-5.42459473856463e+000dB,1.12698175449131e+002°)	(1.38860398809056e+000dB,-1.64207698054524e+002°)
3.94787837103310e+004	(-5.49133722546823e+000dB,1.12506005128653e+002°)	(1.43379392990436e+000dB,-1.65244673380679e+002°)
3.95697917058093e+004	(-5.55770357608233e+000dB,1.12316619107992e+002°)	(1.47633815832211e+000dB,-1.66292082874914e+002°)
3.96610094963840e+004	(-5.62369686531063e+000dB,1.12129959930410e+002°)	(1.51615457562508e+000dB,-1.67349384002173e+002°)
3.97524375656830e+004	(-5.68932017947026e+000dB,1.11945971592270e+002°)	(1.55316461414926e+000dB,-1.68415997212248e+002°)
3.98440763984488e+004	(-5.75457661325017e+000dB,1.11764599499777e+002°)	(1.58729371094596e+000dB,-1.69491307101817e+002°)
3.99359264805412e+004	(-5.81946926690988e+000dB,1.11585790426954e+002°)	(1.61847177433088e+000dB,-1.70574663891979e+002°)
4.00279882989404e+004	(-5.88400124370569e+000dB,1.11409492474866e+002°)	(1.64663363672464e+000dB,-1.71665385221320e+002°)
4.01202623417488e+004	(-5.94817564753193e+000dB,1.11235655032079e+002°)	(1.67171948807523e+000dB,-1.72762758249586e+002°)
4.02127490981943e+004	(-6.01199558076457e+000dB,1.11064228736363e+002°)	(1.69367528415162e+000dB,-1.73866042061924e+002°)
4.03054490586325e+004	(-6.07546414229480e+000dB,1.10895165437637e+002°)	(1.71245312411813e+000dB,-1.74974470358395e+002°)
4.03983627145493e+004	(-6.13858442573970e+000dB,1.10728418162143e+002°)	(1.72801159204223e+000dB,-1.76087254408303e+002°)
4.04914905585637e+004	(-6.20135951781750e+000dB,1.10563941077862e+002°)	(1.74031605735821e+000dB,-1.77203586243876e+002°)
